CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,MonthsWithPurchases,Recency_score,Recency_range,Frequency_score,Frequency_range,Monetary_score,Monetary_range,Final_Score,Business_Category,CutoffDate
12852,295,8,160.95,2024-02-18 08:47:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
12853,134,48,1330.78,2024-07-28 11:29:00,3,2,"(65.0, 158.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",245,Plata,2024-12-10
12854,78,67,950.94,2024-09-22 12:15:00,3,2,"(65.0, 158.999)",5,"(59.0, 4258.001)",4,"(538.29, 1005.0490000000002)",254,Plata,2024-12-10
12855,373,2,27.900000000000002,2023-12-02 09:37:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
12856,7,192,1623.32,2024-12-02 10:52:00,3,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12857,210,26,662.7,2024-05-13 10:20:00,2,1,"(159.0, 374.001)",3,"(18.0, 30.999)",4,"(538.29, 1005.0490000000002)",134,Abandonador,2024-12-10
12863,52,5,521.2,2024-10-18 14:15:00,1,3,"(31.0, 64.999)",1,"(0.999, 8.999)",3,"(305.36400000000003, 538.289)",313,Ocasional,2024-12-10
12864,138,3,147.12,2024-07-24 13:03:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",211,Ocasional,2024-12-10
12867,26,272,2452.21,2024-11-13 15:30:00,7,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",455,Platino,2024-12-10
12868,185,71,1125.89,2024-06-07 10:42:00,5,1,"(159.0, 374.001)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",155,Abandonador,2024-12-10
12871,84,9,350.64,2024-09-16 15:07:00,2,2,"(65.0, 158.999)",2,"(9.0, 17.999)",3,"(305.36400000000003, 538.289)",223,Ocasional,2024-12-10
12872,327,52,495.61,2024-01-17 10:52:00,2,1,"(159.0, 374.001)",4,"(31.0, 58.999)",3,"(305.36400000000003, 538.289)",143,Abandonador,2024-12-10
12873,282,2,170.0,2024-03-02 14:58:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",112,Abandonador,2024-12-10
12875,143,2,343.2300000000001,2024-07-19 15:30:00,2,2,"(65.0, 158.999)",1,"(0.999, 8.999)",3,"(305.36400000000003, 538.289)",213,Ocasional,2024-12-10
12877,3,96,1136.17,2024-12-06 10:30:00,11,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12878,236,24,415.59000000000003,2024-04-17 13:07:00,2,1,"(159.0, 374.001)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",133,Abandonador,2024-12-10
12879,44,10,573.22,2024-10-26 12:24:00,2,3,"(31.0, 64.999)",2,"(9.0, 17.999)",4,"(538.29, 1005.0490000000002)",324,Plata,2024-12-10
12881,275,6,281.0,2024-03-09 11:44:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",112,Abandonador,2024-12-10
12882,9,8,967.44,2024-11-30 16:18:00,1,5,"(-0.001, 11.999)",1,"(0.999, 8.999)",4,"(538.29, 1005.0490000000002)",514,Plata,2024-12-10
12883,24,34,569.4300000000001,2024-11-15 09:32:00,2,4,"(12.0, 30.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",444,Oro,2024-12-10
12884,88,5,267.45,2024-09-12 13:10:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",212,Ocasional,2024-12-10
12885,63,42,714.81,2024-10-07 13:40:00,2,3,"(31.0, 64.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",344,Oro,2024-12-10
12886,67,51,865.14,2024-10-03 10:09:00,2,2,"(65.0, 158.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",244,Plata,2024-12-10
12888,214,5,354.12,2024-05-09 16:02:00,2,1,"(159.0, 374.001)",1,"(0.999, 8.999)",3,"(305.36400000000003, 538.289)",113,Abandonador,2024-12-10
12890,24,45,301.62,2024-11-15 17:26:00,1,4,"(12.0, 30.999)",4,"(31.0, 58.999)",2,"(168.80200000000005, 305.36300000000006)",442,Plata,2024-12-10
12891,185,3,331.0,2024-06-07 12:31:00,3,1,"(159.0, 374.001)",1,"(0.999, 8.999)",3,"(305.36400000000003, 538.289)",113,Abandonador,2024-12-10
12893,30,23,139.61,2024-11-09 12:34:00,1,4,"(12.0, 30.999)",3,"(18.0, 30.999)",1,"(-0.001, 168.80100000000004)",431,Bronce,2024-12-10
12895,42,14,242.7,2024-10-28 13:51:00,2,3,"(31.0, 64.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",322,Bronce,2024-12-10
12897,204,4,216.5,2024-05-19 12:13:00,2,1,"(159.0, 374.001)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",112,Abandonador,2024-12-10
12901,8,111,17524.64,2024-12-01 10:07:00,10,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12902,264,6,86.69,2024-03-20 12:06:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
12904,18,55,400.3,2024-11-21 14:34:00,2,4,"(12.0, 30.999)",4,"(31.0, 58.999)",3,"(305.36400000000003, 538.289)",443,Oro,2024-12-10
12906,11,50,2649.45,2024-11-28 09:55:00,2,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",545,Platino,2024-12-10
12908,176,2,750.0,2024-06-16 15:39:00,2,1,"(159.0, 374.001)",1,"(0.999, 8.999)",4,"(538.29, 1005.0490000000002)",114,Abandonador,2024-12-10
12909,39,68,1742.55,2024-10-31 12:43:00,4,3,"(31.0, 64.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",355,Oro,2024-12-10
12910,23,54,2125.42,2024-11-16 14:28:00,6,4,"(12.0, 30.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",445,Platino,2024-12-10
12912,2,20,1478.7,2024-12-07 08:55:00,3,5,"(-0.001, 11.999)",3,"(18.0, 30.999)",5,"(1005.0500000000002, 173369.02099999998)",535,Oro,2024-12-10
12913,4,43,2174.79,2024-12-05 12:11:00,5,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",545,Platino,2024-12-10
12915,148,16,277.2,2024-07-14 11:34:00,2,2,"(65.0, 158.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",222,Bronce,2024-12-10
12916,138,94,2786.75,2024-07-24 10:35:00,4,2,"(65.0, 158.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",255,Plata,2024-12-10
12917,128,1,297.0,2024-08-03 16:42:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",212,Ocasional,2024-12-10
12919,8,40,1174.15,2024-12-01 13:47:00,5,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",545,Platino,2024-12-10
12920,17,17,104.78,2024-11-22 15:05:00,1,4,"(12.0, 30.999)",2,"(9.0, 17.999)",1,"(-0.001, 168.80100000000004)",421,Ocasional,2024-12-10
12921,9,442,10676.29,2024-11-30 16:22:00,11,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12922,161,14,224.99,2024-07-01 15:35:00,1,1,"(159.0, 374.001)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",122,Bronce,2024-12-10
12923,64,18,108.34,2024-10-06 16:20:00,1,3,"(31.0, 64.999)",3,"(18.0, 30.999)",1,"(-0.001, 168.80100000000004)",331,Ocasional,2024-12-10
12924,88,29,932.25,2024-09-12 13:55:00,4,2,"(65.0, 158.999)",3,"(18.0, 30.999)",4,"(538.29, 1005.0490000000002)",234,Bronce,2024-12-10
12925,4,23,382.89,2024-12-05 11:11:00,2,5,"(-0.001, 11.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",533,Plata,2024-12-10
12928,35,40,1185.3400000000001,2024-11-04 14:24:00,5,3,"(31.0, 64.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",345,Oro,2024-12-10
12929,312,5,74.85,2024-02-01 12:08:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
12930,78,19,315.0,2024-09-22 15:18:00,2,2,"(65.0, 158.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",233,Bronce,2024-12-10
12931,21,74,37849.08,2024-11-18 12:39:00,8,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",455,Platino,2024-12-10
12933,24,67,459.57,2024-11-15 16:38:00,3,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",3,"(305.36400000000003, 538.289)",453,Oro,2024-12-10
12935,2,87,1518.4,2024-12-07 17:25:00,6,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12936,17,40,837.73,2024-11-22 17:32:00,2,4,"(12.0, 30.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",444,Oro,2024-12-10
12937,15,67,955.71,2024-11-24 15:05:00,4,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",4,"(538.29, 1005.0490000000002)",454,Platino,2024-12-10
12938,25,9,114.14,2024-11-14 11:21:00,1,4,"(12.0, 30.999)",2,"(9.0, 17.999)",1,"(-0.001, 168.80100000000004)",421,Ocasional,2024-12-10
12939,64,29,7491.8,2024-10-06 14:33:00,6,3,"(31.0, 64.999)",3,"(18.0, 30.999)",5,"(1005.0500000000002, 173369.02099999998)",335,Plata,2024-12-10
12940,54,53,635.2,2024-10-16 12:09:00,2,3,"(31.0, 64.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",344,Oro,2024-12-10
12942,131,51,560.17,2024-07-31 14:39:00,3,2,"(65.0, 158.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",244,Plata,2024-12-10
12944,35,24,497.17,2024-11-04 11:04:00,2,3,"(31.0, 64.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",333,Bronce,2024-12-10
12945,289,12,253.65,2024-02-24 14:15:00,1,1,"(159.0, 374.001)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",122,Bronce,2024-12-10
12947,143,51,963.67,2024-07-19 10:06:00,5,2,"(65.0, 158.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",244,Plata,2024-12-10
12948,16,70,1346.63,2024-11-23 17:10:00,5,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",455,Platino,2024-12-10
12949,30,130,2605.18,2024-11-09 11:25:00,4,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",455,Platino,2024-12-10
12950,2,9,565.8,2024-12-07 13:17:00,2,5,"(-0.001, 11.999)",2,"(9.0, 17.999)",4,"(538.29, 1005.0490000000002)",524,Plata,2024-12-10
12951,8,52,881.57,2024-12-01 12:14:00,5,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",544,Platino,2024-12-10
12952,5,56,973.94,2024-12-04 10:35:00,3,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",544,Platino,2024-12-10
12953,9,11,230.85000000000002,2024-11-30 09:24:00,1,5,"(-0.001, 11.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",522,Plata,2024-12-10
12955,1,126,3618.54,2024-12-08 16:29:00,8,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12956,307,15,92.27,2024-02-06 16:08:00,1,1,"(159.0, 374.001)",2,"(9.0, 17.999)",1,"(-0.001, 168.80100000000004)",121,Abandonador,2024-12-10
12957,9,137,2393.87,2024-11-30 09:53:00,6,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12962,7,14,243.79000000000002,2024-12-02 15:55:00,2,5,"(-0.001, 11.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",522,Plata,2024-12-10
12963,8,71,1422.42,2024-12-01 12:55:00,5,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12965,89,52,472.93,2024-09-11 15:31:00,1,2,"(65.0, 158.999)",4,"(31.0, 58.999)",3,"(305.36400000000003, 538.289)",243,Abandonador,2024-12-10
12966,9,8,130.18,2024-11-30 12:38:00,1,5,"(-0.001, 11.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",511,Ocasional,2024-12-10
12967,359,16,1346.2,2023-12-16 19:10:00,1,1,"(159.0, 374.001)",2,"(9.0, 17.999)",5,"(1005.0500000000002, 173369.02099999998)",125,Abandonador,2024-12-10
12968,112,4,120.94999999999999,2024-08-19 15:44:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",211,Ocasional,2024-12-10
12970,7,64,288.81,2024-12-02 14:30:00,2,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",2,"(168.80200000000005, 305.36300000000006)",552,Plata,2024-12-10
12971,3,272,10273.47,2024-12-06 12:20:00,13,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
12974,197,5,101.2,2024-05-26 09:33:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
12976,211,8,261.64,2024-05-12 09:55:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",112,Abandonador,2024-12-10
12977,156,7,37.94,2024-07-06 16:40:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",211,Ocasional,2024-12-10
12980,157,19,6886.740000000001,2024-07-05 09:34:00,7,2,"(65.0, 158.999)",3,"(18.0, 30.999)",5,"(1005.0500000000002, 173369.02099999998)",235,Plata,2024-12-10
12981,29,17,302.74,2024-11-10 12:00:00,2,4,"(12.0, 30.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",422,Bronce,2024-12-10
12982,242,17,217.14000000000001,2024-04-11 11:51:00,1,1,"(159.0, 374.001)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",122,Bronce,2024-12-10
12984,18,3,67.5,2024-11-21 12:37:00,1,4,"(12.0, 30.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",411,Ocasional,2024-12-10
12985,0,45,803.33,2024-12-09 10:46:00,2,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",544,Platino,2024-12-10
12987,73,26,528.7,2024-09-27 12:03:00,2,2,"(65.0, 158.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",233,Bronce,2024-12-10
12988,293,32,275.87,2024-02-20 14:31:00,1,1,"(159.0, 374.001)",4,"(31.0, 58.999)",2,"(168.80200000000005, 305.36300000000006)",142,Abandonador,2024-12-10
12989,3,55,6615.96,2024-12-06 15:28:00,11,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",545,Platino,2024-12-10
12990,31,5,182.0,2024-11-08 13:01:00,3,3,"(31.0, 64.999)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",312,Ocasional,2024-12-10
12991,23,14,238.08,2024-11-16 15:34:00,2,4,"(12.0, 30.999)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",422,Bronce,2024-12-10
12993,23,19,293.76,2024-11-16 15:49:00,4,4,"(12.0, 30.999)",3,"(18.0, 30.999)",2,"(168.80200000000005, 305.36300000000006)",432,Bronce,2024-12-10
12994,4,49,785.62,2024-12-05 15:43:00,3,5,"(-0.001, 11.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",544,Platino,2024-12-10
12995,85,2,173.16,2024-09-15 15:44:00,1,2,"(65.0, 158.999)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",212,Ocasional,2024-12-10
12997,22,46,1025.89,2024-11-17 15:47:00,4,4,"(12.0, 30.999)",4,"(31.0, 58.999)",5,"(1005.0500000000002, 173369.02099999998)",445,Platino,2024-12-10
12999,196,14,301.44,2024-05-27 13:24:00,2,1,"(159.0, 374.001)",2,"(9.0, 17.999)",2,"(168.80200000000005, 305.36300000000006)",122,Bronce,2024-12-10
13000,106,24,444.67,2024-08-25 10:43:00,3,2,"(65.0, 158.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",233,Bronce,2024-12-10
13001,4,229,8014.54,2024-12-05 14:51:00,9,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13002,319,5,86.14999999999999,2024-01-25 15:18:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
13003,105,6,149.05,2024-08-26 10:50:00,3,2,"(65.0, 158.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",211,Ocasional,2024-12-10
13004,11,263,3860.49,2024-11-28 11:27:00,11,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13005,173,16,331.75,2024-06-19 10:53:00,2,1,"(159.0, 374.001)",2,"(9.0, 17.999)",3,"(305.36400000000003, 538.289)",123,Abandonador,2024-12-10
13006,56,4,81.57,2024-10-14 13:49:00,1,3,"(31.0, 64.999)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",311,Ocasional,2024-12-10
13008,324,8,131.60999999999999,2024-01-20 14:24:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
13011,373,3,50.550000000000004,2023-12-02 17:22:00,1,1,"(159.0, 374.001)",1,"(0.999, 8.999)",1,"(-0.001, 168.80100000000004)",111,Abandonador,2024-12-10
13012,9,66,1245.65,2024-11-30 13:05:00,5,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13013,1,163,3748.58,2024-12-08 15:01:00,9,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13014,10,92,3059.2799999999997,2024-11-29 12:27:00,6,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13015,53,98,2048.89,2024-10-17 13:19:00,3,3,"(31.0, 64.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",355,Oro,2024-12-10
13016,73,29,512.9,2024-09-27 14:08:00,2,2,"(65.0, 158.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",233,Bronce,2024-12-10
13017,7,1,204.0,2024-12-02 15:53:00,1,5,"(-0.001, 11.999)",1,"(0.999, 8.999)",2,"(168.80200000000005, 305.36300000000006)",512,Nuevo,2024-12-10
13018,16,280,4793.53,2024-11-23 13:28:00,10,4,"(12.0, 30.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",455,Platino,2024-12-10
13021,4,96,2063.34,2024-12-05 16:37:00,7,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",5,"(1005.0500000000002, 173369.02099999998)",555,Platino,2024-12-10
13023,64,28,520.55,2024-10-06 16:27:00,2,3,"(31.0, 64.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",333,Bronce,2024-12-10
13026,1,30,838.4399999999999,2024-12-08 16:58:00,5,5,"(-0.001, 11.999)",3,"(18.0, 30.999)",4,"(538.29, 1005.0490000000002)",534,Oro,2024-12-10
13027,113,16,4320.0,2024-08-18 09:39:00,5,2,"(65.0, 158.999)",2,"(9.0, 17.999)",5,"(1005.0500000000002, 173369.02099999998)",225,Bronce,2024-12-10
13028,22,27,450.94,2024-11-17 11:10:00,2,4,"(12.0, 30.999)",3,"(18.0, 30.999)",3,"(305.36400000000003, 538.289)",433,Plata,2024-12-10
13029,30,8,1214.5,2024-11-09 09:13:00,3,4,"(12.0, 30.999)",1,"(0.999, 8.999)",5,"(1005.0500000000002, 173369.02099999998)",415,Plata,2024-12-10
13030,11,64,622.8,2024-11-28 14:30:00,2,5,"(-0.001, 11.999)",5,"(59.0, 4258.001)",4,"(538.29, 1005.0490000000002)",554,Platino,2024-12-10
13032,52,44,707.63,2024-10-18 15:54:00,2,3,"(31.0, 64.999)",4,"(31.0, 58.999)",4,"(538.29, 1005.0490000000002)",344,Oro,2024-12-10
